,en,ko
1098,nationalism,내셔널리즘
1099,national park,내셔널파크
1100,natural,내추럴
1101,napkin,냅킨
1102,nurse,너스
1103,nut,너트
1104,non sense,넌센스
1105,number,넘버
1106,numbering machine,넘버링머신
1107,negative,네거티브
1108,neon lamp,네온램프
1109,nation,네이션
1110,nature,네이처
1111,nail,네일
1112,neck,네크
1113,network,네트워크
1114,netizen,네티즌
1115,net,넷
1116,no,노
1117,notouch,노다지
1118,normal,노멀
1119,Nobel prize,노벨상
1120,novice,노비스
1121,noble,노블
1122,nebelesse oblige,노블레스
1123,Neurose,노이로제
1124,noise,노이즈
1125,nozzle,노즐
1126,no comment,노코멘트
1127,knock,노크
1128,no tie,노타이
1129,no touch,노타치
1130,note,노트
1131,no parking,노파킹
1132,no play,노 플레이
1133,know how,노하우
1134,nonstop,논스톱
1135,nonfiction,논픽션
1136,nude,누드
1137,nuance,뉘앙스
1138,noon,눈
1139,new,뉴
1140,news,뉴스
1141,nickel,니켈
1142,knit,니트
1143,nickname,닉네임
1144,NIMBY,님비
1145,dadaism,다다이즘
1146,dowm,다운
1147,dining room,다이닝룸
1148,dynamic,다이내믹
1149,diver,다이버
1150,diving,다이빙
1151,dial,다이알
1152,diary,다이어리
1153,diet,다이어트
1154,dioxin,다이옥신
1155,documentary,다큐멘터리
1156,doctor,닥터
1157,duct,닥트
1158,dolly,달리
1159,dharma,달마
1160,dancer,댄서
1161,dam,댐
1162,damping,댐핑
1163,dummy,더미
1164,double,더블
1165,double bed,더블베드
1166,WC,더블유 씨
1167,dusky,더스키
1168,dumper,덤퍼
1169,dump truck,덤프 트럭
1170,dumping,덤핑
1171,dunk shoot,덩크슛
1172,dead,데드
1173,deadeye,데드아이
1174,demonstration,데모
1175,debut,데뷔
1176,dessin,데생
1177,desk,데스크
1178,decibel,데시벨
1179,day,데이
1180,data,데이터
1181,date,데이트
1182,daily,데일리
1183,department store,데파트먼트 스토어
1184,dental,덴탈
1185,depth interview,데프스인터뷰
1186,dog,도그
1187,doughnut,도넛
1188,transmitter,도란스
1189,door,도어
1190,docking,도킹
1191,dock,독
1192,doctrine,독트린
1193,dolphin,돌핀
1194,dome,돔
1195,duo,듀오
1196,drama,드라마
1197,dry,드라이
1198,drycleaning,드라이 크리닝
1199,drybattery,드라이배터리
1200,driver,드라이버
1201,drive,드라이브
1202,dry ice,드라이아이스
1203,dryer,드라이어
1204,dragon,드래곤
1205,drag,드래그
1206,dressing,드레싱
1207,dressing room,드레싱 룸
1208,drain cock,드레인콕
1209,draping,드레핑
1210,drum,드럼
1211,dress,드레스
1212,dressingroom,드레싱룸
1213,drawing,드로잉
1214,dawing paper,드로잉 페이퍼
1215,drop hammer,드롭해머
1216,drill,드릴
1217,drink,드링크
1218,dream,드림
1219,deluxe,디럭스
1220,director,디렉터
1221,discount sale,디스카운트세일
1222,disk,디스크
1223,design,디자인
1224,Disneyland,디즈니랜드
1225,digital,디지털
1226,dealer,딜러
1227,dance,댄스
1228,D-RAM,램
1229,dialogue,다이얼로그
1230,designer,디자이너
1231,dessert,디저트
1232,label,라벨
1233,rabbi,라비
1234,last,라스트
1235,round,라운드
1236,right,라이트
1237,rival,라이벌
1238,rice,라이스
1239,rice box,라이스박스
1240,light,라이트
1241,life member,라이프 멤버
1242,line,라인
1243,life,라이프
1244,lilac,라일락
1245,lingerie,란제리
1246,wrap,랩
1247,rap music,랩 뮤직
1248,ranking,랭킹
1249,running shirt,러닝셔츠
1250,love,러브
1251,love story,러브 스토리
1252,rush,러시
1253,running,런닝
1254,red,레드
1255,red card,레드카드
1256,level,레벨
1257,restaurant,레스토랑
1258,rest,레스트
1259,rest room,레스트 룸
1260,lesson,레슨
1261,receiver,레시버
1262,readymixed concrete,레미콘
1263,radar,레이다
1264,lady,레이디
1265,race,레이스
1266,razor,레이저
1267,rail,레일
1268,record,레코드
1269,range,렌지
1270,resident,레지던트
1271,letter,레테르
1272,lens,렌즈
1273,wrench,렌치
1274,low,로
1275,law,로
1276,logo,로고
1277,romance,로맨스
1278,romantic,로맨틱
1279,robot,로봇
1280,lobby,로비
1281,lotion,로션
1282,roast,로스
1283,roaster,로스터
1284,royal,로열
1285,royalty,로열티
1286,rose,로즈
1287,rotary,로타리
1288,rope,로프
1289,lock,록
1290,rock music,록 뮤직
1291,long,롱
1292,roller skate,롤러 스테이트
1293,rolling,롤링
1294,rouge,루즈
1295,roots,루츠
1296,route,루트
1297,route-map,루트맵
1298,look,룩
1299,rule,룰
1300,room,룸
1301,rumba,룸바
1302,room charge,룸 차지
1303,rheumatism,류마티즘
1304,Renaissance,르네상스
1305,reportage,르포
1306,league,리그
1307,leader,리더
1308,leadership,리더쉽
1309,reamer punch,리머펀치
1310,retouch,리터치
1311,lead,리드
1312,rhythm,리듬
1313,remote control,리모트 컨트롤
1314,limousine,리무진
1315,living,리빙
1316,living room,리빙룸
1317,research,리서치
1318,list,리스트
1319,real,리얼
1320,realist,리얼리스트
1321,resort,리조트
1322,rich,리치
1323,recall,리콜
1324,request,리퀘스트
1325,return,리턴
1326,report,리포트
1327,reporter,리포터
1328,repeat,리피트
1329,lift,리프트
1330,rehearsal,리허설
1331,refill,리필
1332,rinse,린스
1333,relay,릴레이
1334,lily,릴리
1335,lip,립
1336,lipstick,립스틱
1337,ring,링
1338,rink,링크
1339,link,링크
1340,link fuse,링크휴즈
1341,ringer,링겔
1342,magarine,마가린
1343,magnet,마그넷
1344,madam,마담
1345,madonna,마돈나
1346,master,마스터
1347,mannequin,마네킹
1348,matroos,마도로스
1349,marble,마블
1350,mount,마운트
1351,mile,마일
1352,Massage,마사지
1353,massaga,마사지
1354,mast,마스트
1355,mascara,마스카라
1356,Maya,마야
1357,mayonnaise,마요네즈
1358,mouse,마우스
1359,micro,마이크로
1360,microwave,마이크로 웨이브
1361,mind,마인드
1362,mile,마일
1363,mileage service,마일리지서비스
1364,march,마치
1365,macaroni,마카로니
1366,marketing,마케팅
1367,marker,마켓
1368,mark,마크
1369,mart,마트
1370,Mafia,마피아
1371,mandarin,만다린
1372,malaria,말라리아
1373,mambo,맘보
1374,manteau,망토
1375,magazine,매거진
1376,manner,매너
1377,manual,매뉴얼
1378,manager,매니저
1379,manicure,매니큐어
1380,mass communication,매스컴
1381,mass fashion,매스패션
1382,magic,매직
1383,match,매치
1384,mat,매트
1385,mansion,맨션
1386,manhole,맨홀
1387,money,머니
1388,mud,머드
1389,machine,머신
1390,muffle,머플
1391,muffler,머플러
1392,muffin,머핀
1393,multi,멀티
1394,multimedia,멀티미디어
1395,multibox,멀티박스
1396,multi-tasking,테스킹
1397,multichannel,멀티채널
1398,monkey wrench,멍키렌치
1399,megaton,메가톤
1400,menu,메뉴
1401,medal,메달
1402,medalist,메달리스트
1403,medley,메들리
1404,melon,메론
1405,medicine,메디신
1406,memo,메모
1407,memory,메모리
1408,message,메시지
1409,meshiha,메시아
1410,messenger,메신저
1411,made in korea,메이드인 코리아
1412,maker,메이커
1413,make up,메이크업
1414,main,메인
1415,main stadium,메인 스타디움
1416,main stand,메인 스탠드
1417,main point,메인 포인트
1418,main title,메인 타이틀
1419,mail,메일
1420,mail box,메일북
1421,mecca,메카
1422,Methan,메탄
1423,metal,메탈
1424,metro,메트로
1425,melanin,멜라닌
1426,melamine resins,멜라민수지
1427,melody,멜로디
1428,member,멤버
1429,membership,멤보쉽
1430,mortgage,모기지
1431,Mona lisa,모나리자
1432,monami,모나미
1433,mono,모노
1434,monorail,모노레일
1435,monitor,모니터
1436,morning,모닝
1437,modern,모던
1438,model,모델
1439,model case,모델 케이스
1440,model house,모델하우스
1441,MODEM,모뎀
1442,mode,모드
1443,moral,모랄
1444,moral hazord,모럴 해저드
1445,Morphine,모르핀
1446,moment,모멘트
1447,mobile house,모바일하우스
1448,Moslem,모슬렘
1449,moisture,모이스처
1450,Mosaik,모자이크
1451,motor,모터
1452,motor drill,모터드릴
1453,motel,모텔
1454,motor show,모토쇼
1455,motive,모티브
1456,monster,몬스터
1457,montage,몽타주
1458,mall,몰
1459,mood,무드
1460,moody,무디
1461,Moodis,무디스
1462,movie,무비
1463,moon,문
1464,museum,뮤지엄
1465,musical,뮤지컬
1466,musical comedy,뮤지컬코메디
1467,music,뮤직
1468,MIG,미그
1469,mineral,미네랄
1470,mineral water,미네랄 워터
1471,mini,미니
1472,middle,미들
1473,mirror,미러
1474,missa,미사
1475,missile,미사일
1476,mission,미션
1477,media,미디어
1478,medium,미디엄
1479,miss,미스
1480,miss korea,미스 코리아
1481,mister,미스터
1482,mirra,미이라
1483,miserable,미제라블
1484,microhm,미크롬
1485,Micky mouse,미키마우스
1486,meeting,미팅
1487,mixer,믹서
1488,mix,믹스
1489,mince,민스
1490,meal,밀
1491,Milano,밀라노
1492,million,밀리온
1493,miling machine,밀링 머신
1494,milk,밀크
1495,milk shake,밀크 세이크
1496,mink,밍크
1497,bar,바
1498,bargain sale,바겐세일
1499,vanilla,바닐라
1500,body,바디
1501,barricade,바리케이트
1502,baritone,바리톤
1503,burberry,바바리
1504,barbercue,바베큐
1505,vaseline,바셀린
1506,basket,바스켓
1507,basket ball,바스켓볼
1508,buyer,바이어
1509,bio,바이오
1510,bionics,바이오닉스
1511,virus,바이러스
1512,byte,바이트
1513,binder,바인더
1514,bazaar,바자
1515,barge,바지
1516,vacance,바캉스
1517,bartender,바텐더
1518,baton,바통
1519,vatican,바티칸
1520,bacteria,박테리아
1521,box,박스
1522,ballade,발라드
1523,ballerina,발레리나
1524,Valentine Day,발렌타인 데이
1525,balcony,발코니
1526,banner,배너
1527,bad,배드
1528,barrel,배럴
1529,bass,배스
1530,badge,배지
1531,battery,배터리
1532,back,백
1533,back mirror,백미러
1534,vaccine,백신
1535,band,밴드
1536,balance,밸런스
1537,valve,벨브
1538,banker,뱅커
1539,bank,뱅크
1540,birdie,버디
1541,birthday,버스데이
1542,butter,버터
1543,button,버튼
1544,bumper,범퍼
1545,veneer,베니어
1546,best,베스트
1547,best member,베스트 맴버
1548,best seller,베스트셀러
1549,bearing,베어링
1550,baby,베이비
1551,bass,베이스
1552,baseball,베이스볼
1553,base camp,베이스캠프
1554,beige,베이지
1555,bakery,베이커리
1556,bacon,베이컨
1557,baking powder,베이킹 파우더
1558,veil,베일
1559,veteran,베테랑
1560,bench,벤치
1561,vending machine,벤딩머신
1562,venture,벤처
1563,Benz,벤츠
1564,bell,벨
1565,belt,벨트
1566,bel canto,벨칸토
1567,vogue,보그
1568,bonus,보너스
1569,board,보드
1570,body,보디
1571,boring machine,보링머신
1572,boss,보스
1573,boy,보이
1574,bowl,보울
1575,boy scouts,보이 스카우트
1576,boiler,보일러
1577,Boeing,보잉
1578,vocal,보컬
1579,boat,보트
1580,boxer,복서
1581,boxing,복싱
1582,bond,본드
1583,volume,볼륨
1584,bowling,볼링
1585,bolster,볼스터
1586,bolt,볼트
1587,voltmeter,볼트미터
1588,bravo,부라보
1589,bourgeois,부르조아
1590,boomerang,부메랑
1591,booth,부스
1592,boots,부츠
1593,butane,부탄
1594,bouquet,부케
1595,book,북
1596,bulldozer,불도저
1597,boom,붐
1598,buffet,부페
1599,beauty,뷰티
1600,brassiere,브라운
1601,brown,브라자
1602,brand,브랜드
1603,brandy,브랜디
1604,brush,브러시
1605,brake,브레이크
1606,brother,브라더
1607,breaker,브레커
1608,brooch,브로치
1609,blottey,브로티
1610,bridge,브리지
1611,briefing,브리핑
1612,blouse,블라우스
1613,black,블랙
1614,black list,블랙 리스트
1615,black market,블랙 마켓
1616,black coffee,블랙 커피
1617,blanket,블랭켓
1618,blank,블랭크
1619,block,블록
1620,blue,블루
1621,blue berry,블루베리
1622,blue jeans,블루진
1623,blue-collar,블루칼라
1624,blues,블루스
1625,bhikshu,비구
1626,bhikshuni,비구니
1627,Venus,비너스
1628,vinyl,비닐
1629,vinyl house,비닐 하우스
1630,bidet,비데
1631,video tape,비디오 테이프
1632,beer,비루
1633,beaver,비버
1634,BBC,비비시
1635,biscuit,비스켓
1636,beer stand,비어스탠드
1637,biennale,비엔날레
1638,viola,비올라
1639,visa,비자
1640,vision,비전
1641,businessman,비즈니스맨
1642,visual show,비주얼쇼
1643,business,비즈니스
1644,business consultant,비즈니스 컨설턴트
1645,business economist,비즈니스 이코노미스트
1646,beach,비치
1647,beach parasol,비치 파라솔
1648,beaker,비커
1649,vitamine,비타민
1650,Beetles,비틀즈
1651,big deal,빅딜
1652,big bang,빅뱅
1653,big brother,빅 브라더
1654,big event,빅이벤트
1655,victory,빅토리
1656,buiding,빌딩
1657,villa,빌라
1658,village,빌리지
1659,bingo,빙고
1660,salada,사라다
1661,sash,사시
1662,south,사우스
1663,sauna,사우나
1664,side,사이드
1665,sound box,사운드 박스
1666,side work,사이드 웍
1667,cyber,사이버
1668,science,사이언스
1669,size,사이즈
1670,psycho,사이코
1671,cycle,사이클
1672,cycling track,사이클링트랙
1673,site,사이트
1674,sign,사인
1675,safari,사파리
1676,sapphire,사파이어
1677,saponin,사포닌
1678,satan,사탄
1679,socks,삭스
1680,sansevieria,산세비에리아
1681,Santa,산타
1682,Santa Claus,산타클로스
1683,salon,살롱
1684,samadhi,삼매
1685,samba,삼바
1686,sand mixer,샌드믹서
1687,sand bag,샌드백
1688,sandwich,샌드위치
1689,salad,샐러드
1690,salariman,샐러리맨
1691,sample,샘플
1692,chanel,샤넬
1693,Sharon,샤론
1694,shower,샤워
1695,sharp,샤프
1696,shaft,샤프트
1697,chandelier,샨데리아
1698,champagne,샴페인
1699,shampoo,샴푸
1700,chandelier,샹들리에
1701,shadow,섀도
1702,summer,서머
1703,survival,서바이벌
1704,server,서버
1705,subway,서브웨이
1706,service,서비스
1707,service day,서비스 데이
1708,circus,서커스
1709,circle,서클
1710,surfing,서핑
1711,sun,선
1712,sunglass,선글라스
1713,seminar,세미나
1714,second,세컨드
1715,set,세트
1716,ceremony,세레모니
1717,semaphore,세마포
1718,save,세이브
1719,safe,세이프
1720,shaving,세이빙
1721,sale,세일
1722,shake hand,세이크 핸드
1723,salesman,세일즈맨
1724,sexy,섹시
1725,sensor,센서
1726,sensation,센세이션
1727,sense,센스
1728,Century,센추리
1729,center,센터
1730,central,센트럴
1731,celery,셀러리
1732,self,셀프
1733,self service,셀프서비스
1734,self tontrol,셀프콘트롤
1735,shirt,셔츠
1736,shutter,셔터
1737,shuttle bus,셔틀버스
1738,sonata,소나타
1739,soda,소다
1740,sauce,소스
1741,sausage,소시지
1742,socket,소케트
1743,sofa,소파
1744,soprano,소프라노
1745,soft,소프트
1746,soft drink,소프트 드링크
1747,softwarer,소프트웨어
1748,sophia,소피아
1749,solar house,솔라하우스
1750,solo,솔로
1751,Solomon,솔로몬
1752,song,송
1753,show,쇼
1754,show man ship,쇼맨쉽
1755,showwindow,쇼원도
1756,shock,쇼크
1757,shocking,쇼킹
1758,shopping guide,쇼핑가이드
1759,shopping center,쇼핑센터
1760,shopping cart,쇼핑카드
1761,shawl,숄
1762,shopping,쇼핑
1763,shop,숍
1764,soup,수프
1765,suit,수트
1766,shuba,슈바
1767,shoes,슈즈
1768,Shou cream,슈크림
1769,shooting,슈팅
1770,super,슈퍼
1771,supermarket,슈퍼마켓
1772,superman,슈퍼맨
1773,superspecial,슈퍼스페설
1774,snack,스낵
1775,slot machine,스롯머신
1776,smile,스마일
1777,smog,스모그
1778,smoking,스모킹
1779,smoth,스무스
1780,swimming,스위밍
1781,sweet,스위트
1782,sweet home,스위트홈
1783,swing,스윙
1784,scout,스카웃
1785,sky,스카이
1786,sky diving,스카다이빙
1787,sky blue,스카이 블루
1788,scarf,스카프
1789,scanner,스캐너
1790,scandal,스캔들
1791,skirt,스커트
1792,skunk,스컹크
1793,scale,스케일
1794,scaling,스케일링
1795,schedule,스케줄
1796,skech,스케치
1797,score,스코어
1798,scuba,스쿠버
1799,school,스쿨
1800,school bus,스쿨버스
1801,squash,스쿼시
1802,scrap,스크랩
1803,scroll,스크롤
1804,screen,스크린
1805,screen star,스크린스타
1806,screen quota,스크린 쿼터
1807,ski,스키
1808,skin,스킨
1809,skin lotion,스킨로션
1810,skin care,스킨케어
1811,star,스타
1812,stadium,스타디움
1813,style,스타일
1814,stocking,스타킹
1815,start,스타트
1816,stacker,스태커
1817,staff,스태프
1818,standard,스탠다드
1819,stand,스탠드
1820,stand up,스탠드 업
1821,stand bar,스탠드바
1822,standing,스탠딩
1823,stamp,스탬프
1824,study,스터디
1825,stage,스테이지
1826,stage manager,스테이지 매니저
1827,steak,스테이크
1828,standard test,스탠다드 테스트
1829,stamp hammer,스탬프 해머
1830,stub,스텁
1831,station,스테이션
1832,stain,스테인
1833,stainless,스테인레스
1834,step,스텝
1835,story,스토리
1836,store,스토어
1837,stock option,스톡옵션
1838,stop,스톱
1839,studio,스튜디오
1840,stewardess,스튜어디스
1841,stress,스트레스
1842,straw,스트로
1843,straw potato,스트로 포테이토
1844,sticker,스티커
1845,stick,스틱
1846,steel,스틸
1847,steam,스팀
1848,steam engine,스팀엔진
1849,spaghetti,스파게티
1850,spy,스파이
1851,special,스페셜
1852,specialist,스페셜리스트
1853,special sales,스페셜세일즈
1854,sports,스포츠
1855,sportsman,스포츠맨
1856,sports center,스포츠센터
1857,spuit,스포이트
1858,spotlight,스포트라이트
1859,sponser,스폰서
1860,sponge,스폰지
1861,spray,스프레이
1862,spoon,스푼
1863,spring,스프링
1864,speed,스피드
1865,speech,스피치
1866,speaker,스피커
1867,sphinx,스핑크스
1868,slab,슬라브
1869,slider,슬라이드
1870,sliding,슬라이딩
1871,slump,슬럼프
1872,slipper,슬리퍼
1873,slow,슬로우
1874,slogan,슬로건
1875,sea,시
1876,cigar,시가
1877,synagogue,시나고그
1878,scenario,시나리오
1879,synergy,시너지
1880,cinema,시네마
1881,syrup,시럽
1882,serial,시리얼
1883,series,시리즈
1884,simulation,시물레이션
1885,simulator,시뮬레이터
1886,seesaw,시소
1887,system,시스템
1888,season,시즌
1889,secret,시크릿
1890,city,시티
1891,sitcom,시트콤
1892,syndrome,신드롬
1893,Siloam,실로암
1894,xylophone,실로폰
1895,silicone,실리콘
1896,silicon chip,실리콘칩
1897,silicon vally,실리콘밸리
1898,cylinder,실린더
1899,silver,실버
1900,silk,실크
1901,symbol,심벌
1902,symposium,심포지움
1903,simple,심플
1904,single,싱글
1905,singer,싱어
1906,sink,싱크
1907,think tank,싱크탱크
1908,agape,아가페
1909,announcer,아나운서
